Settled;Description;Type;Odds;Stake (R$);Liability (R$);Profit/Loss (R$);Status
12-Mar-22 21:25:48;Verdasco v Gunneswaran Fernando Verdasco-Match Odds | Betfair Bet ID 1:261421038803 | Placed 12-Mar-22 18:34:05;Back;1,36;15; -- ;5,4;Won
12-Mar-22 20:49:55;Eubanks v Ruud Casper Ruud-Match Odds | Betfair Bet ID 1:261421208077 | Placed 12-Mar-22 18:35:45;Back;1,2;10; -- ;2;Won
11-Mar-22 20:01:20;Haddad Maia v Tauson Clara Tauson-Match Odds | Betfair Bet ID 1:261225214875 | Placed 11-Mar-22 14:41:27;Back;1,44;10; -- ;4,4;Won
11-Mar-22 18:41:05;Kovinic v Ka Pliskova Karolina Pliskova-Match Odds | Betfair Bet ID 1:261220429591 | Placed 11-Mar-22 13:53:49;Back;1,35;10; -- ;-10;Lost
11-Mar-22 18:10:19;Murray v Daniel Andy Murray-Match Odds | Betfair Bet ID 1:261220400819 | Placed 11-Mar-22 13:53:24;Back;1,5;15; -- ;7,5;Won
11-Mar-22 14:43:09;Lehecka v To Etcheverry Jiri Lehecka-Match Odds | Betfair Bet ID 1:261208301488 | Placed 11-Mar-22 11:29:57;Back;1,62;15,22; -- ;-15,22;Lost
11-Mar-22 14:43:09;Lehecka v To Etcheverry Jiri Lehecka-Match Odds | Betfair Bet ID 1:261210687667 | Placed 11-Mar-22 11:55:56;Lay;1,88;13,11;11,54;13,11;Won
11-Mar-22 14:43:09;Lehecka v To Etcheverry Jiri Lehecka-Match Odds | Betfair Bet ID 1:261211359741 | Placed 11-Mar-22 12:03:19;Back;1,87;1,12; -- ;-1,12;Lost
11-Mar-22 14:43:09;Lehecka v To Etcheverry Jiri Lehecka-Match Odds | Betfair Bet ID 1:261211408358 | Placed 11-Mar-22 12:03:48;Back;1,86;12,09; -- ;-12,09;Lost
11-Mar-22 10:52:24;A Droguet v E Dartron E Dartron-Match Odds | Betfair Bet ID 1:261194081813 | Placed 11-Mar-22 08:41:14;Back;1,53;10; -- ;-10;Lost
11-Mar-22 03:06:39;Martinez v J Sousa Pedro Martinez-Match Odds | Betfair Bet ID 1:261166188239 | Placed 10-Mar-22 22:22:33;Back;1,55;10; -- ;5,5;Won
11-Mar-22 02:53:25;Q Wang v Bouzkova Qiang Wang-Match Odds | Betfair Bet ID 1:261157669156 | Placed 10-Mar-22 18:31:40;Back;1,93;10; -- ;-10;Lost
11-Mar-22 02:28:16;Soeda v U Blanch Go Soeda-Match Odds | Betfair Bet ID 1:261169223415 | Placed 10-Mar-22 23:38:47;Back;1,9;10; -- ;9;Won
11-Mar-22 02:01:38;Parrizas Diaz v Rogers Shelby Rogers-Match Odds | Betfair Bet ID 1:261166156063 | Placed 10-Mar-22 22:21:42;Back;1,64;10; -- ;6,4;Won
11-Mar-22 00:26:48;K Bondarenko v J Loeb Kateryna Bondarenko-Match Odds | Betfair Bet ID 1:261163288056 | Placed 10-Mar-22 21:11:30;Back;1,67;10; -- ;-10;Lost
10-Mar-22 23:37:47;Verdasco v Mmoh Fernando Verdasco-Match Odds | Betfair Bet ID 1:261163271681 | Placed 10-Mar-22 21:11:04;Back;1,81;10; -- ;8,1;Won
10-Mar-22 22:42:21;Eubanks v Cressy Maxime Cressy-Match Odds | Betfair Bet ID 1:261157642740 | Placed 10-Mar-22 18:31:14;Back;1,63;10; -- ;-10;Lost
10-Mar-22 22:32:34;Stephens v N Osaka Naomi Osaka-Match Odds | Betfair Bet ID 1:261157623530 | Placed 10-Mar-22 18:30:55;Back;1,4;10; -- ;4;Won
10-Mar-22 22:32:34;Stephens v N Osaka Naomi Osaka-Match Odds | Betfair Bet ID 1:261165062902 | Placed 10-Mar-22 21:56:07;Back;1,47;10; -- ;4,7;Won
10-Mar-22 22:32:34;Stephens v N Osaka Sloane Stephens-Match Odds | Betfair Bet ID 1:261165407176 | Placed 10-Mar-22 22:03:26;Back;1,56;18,39; -- ;-18,39;Lost
10-Mar-22 22:23:52;Dodin v Juvan Oceane Dodin-Match Odds | Betfair Bet ID 1:261157141873 | Placed 10-Mar-22 18:23:49;Back;3,2;10; -- ;-10;Lost
10-Mar-22 21:30:01;C Harrison v Blancaneaux Christian Harrison-Match Odds | Betfair Bet ID 1:261161033432 | Placed 10-Mar-22 20:08:28;Back;1,51;10; -- ;5,1;Won
10-Mar-22 20:12:40;Kopriva v Kicker Nicolas Kicker-Match Odds | Betfair Bet ID 1:261135810029 | Placed 10-Mar-22 14:55:16;Back;2,16;10; -- ;-10;Lost
10-Mar-22 19:04:54;Boulter v Paolini Jasmine Paolini-Match Odds | Betfair Bet ID 1:261136375296 | Placed 10-Mar-22 15:01:06;Back;1,96;20,36; -- ;19,55;Won
10-Mar-22 18:33:39;McDonald v Fucsovics Marton Fucsovics-Match Odds | Betfair Bet ID 1:261135887010 | Placed 10-Mar-22 14:56:09;Back;2,06;10; -- ;-10;Lost
10-Mar-22 18:18:03;Fognini v Andujar Pablo Andujar-Match Odds | Betfair Bet ID 1:261136328440 | Placed 10-Mar-22 15:00:34;Back;2,8;10; -- ;-10;Lost
10-Mar-22 18:10:56;Krajinovic v Lajovic Filip Krajinovic-Match Odds | Betfair Bet ID 1:261136053392 | Placed 10-Mar-22 14:58:04;Back;1,64;10; -- ;6,4;Won
10-Mar-22 17:48:19;Frech v Ma Sherif Mayar Sherif-Match Odds | Betfair Bet ID 1:261135989210 | Placed 10-Mar-22 14:57:23;Back;2,96;10; -- ;-10;Lost
10-Mar-22 17:32:02;Bonzi v Rinderknech Arthur Rinderknech-Match Odds | Betfair Bet ID 1:261136218268 | Placed 10-Mar-22 14:59:33;Back;1,9;10; -- ;-10;Lost
10-Mar-22 17:28:44;Watson v Martincova Tereza Martincova-Match Odds | Betfair Bet ID 1:261136278749 | Placed 10-Mar-22 15:00:04;Back;1,58;10; -- ;5,8;Won
10-Mar-22 17:27:33;As Krueger v Putintseva Yulia Putintseva-Match Odds | Betfair Bet ID 1:261136109175 | Placed 10-Mar-22 14:58:34;Back;1,29;10; -- ;2,9;Won
